"商品编码"	,"商品名称"	,"年份"	,"第一计量单位编码"	,"第一计量单位名称"	,"第二计量单位编码"	,"第二计量单位名称"	,
63053900	,"其他化学纤维材料制货物包装用袋"	,2022	,01	,"条"	,09	,"千克"	,
63059000	,"其他纺织材料制货物包装用袋"	,2022	,01	,"条"	,09	,"千克"	,
63061200	,"合成纤维制油苫布、天蓬及遮阳蓬"	,2022	,01	,"件"	,09	,"千克"	,
63061910	,"麻制油苫布、天蓬及遮阳蓬"	,2022	,01	,"件"	,09	,"千克"	,
63061920	,"棉制油苫布、天蓬及遮阳蓬"	,2022	,01	,"件"	,09	,"千克"	,
63061990	,"其他纺织材料制油苫布、天篷及遮阳篷"	,2022	,01	,"件"	,09	,"千克"	,
63062200	,"合成纤维制帐蓬（包括临时顶篷及类似品）"	,2022	,01	,"件"	,09	,"千克"	,
63062910	,"棉制帐蓬"	,2022	,01	,"件"	,09	,"千克"	,
63062990	,"其他纺织材料制帐蓬"	,2022	,01	,"件"	,09	,"千克"	,
63063010	,"合成纤维制风帆"	,2022	,01	,"件"	,09	,"千克"	,
63063090	,"其他纺织材料制风帆"	,2022	,01	,"件"	,09	,"千克"	,
63064010	,"棉制充气褥垫"	,2022	,01	,"件"	,09	,"千克"	,
63064020	,"化纤制充气褥垫"	,2022	,01	,"件"	,09	,"千克"	,
63064090	,"其他纺织材料制充气褥垫"	,2022	,01	,"件"	,09	,"千克"	,
63069010	,"棉制其他野营用品"	,2022	,01	,"件"	,09	,"千克"	,
63069020	,"麻制其他野营用品"	,2022	,01	,"件"	,09	,"千克"	,
63069030	,"化纤制其他野营用品"	,2022	,01	,"件"	,09	,"千克"	,
63069090	,"其他纺织材料制未列名野营用品"	,2022	,01	,"件"	,09	,"千克"	,
63071000	,"擦地布、擦碗布、抹布及类似擦拭用布"	,2022	,09	,"千克"	,?	,"?"	,
63072000	,"救生衣及安全带"	,2022	,09	,"千克"	,01	,"件"	,
63079010	,"口罩"	,2022	,09	,"千克"	,01	,"个"	,
63079090	,"第一分章的未列名制成品，包括服装裁剪样"	,2022	,09	,"千克"	,01	,"个"	,
63080000	,"机织物及纱线构成制小地毯等的零售包装套件"	,2022	,09	,"千克"	,?	,"?"	,
63090000	,"旧衣物"	,2022	,09	,"千克"	,?	,"?"	,
63101000	,"已分拣纺织材料碎织物和废线绳索缆及其制品"	,2022	,09	,"千克"	,?	,"?"	,
63109000	,"未分拣纺织材料碎织物和废线绳索缆及其制品"	,2022	,09	,"千克"	,?	,"?"	,
64011010	,"橡胶制鞋面的装有金属防护鞋头的防水鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64011090	,"塑料制鞋面的装有金属防护鞋头的防水鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64019210	,"橡胶制鞋面的防水靴(过踝但未到膝）"	,2022	,09	,"千克"	,02	,"双"	,
64019290	,"塑料制鞋面的防水靴(过踝但未到膝）"	,2022	,09	,"千克"	,02	,"双"	,
64019900	,"其他橡或塑外底及鞋面的防水鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64021200	,"滑雪靴、越野滑雪靴及滑雪板靴"	,2022	,09	,"千克"	,02	,"双"	,
64021900	,"橡胶或塑料制外底及鞋面的其他运动鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64022000	,"用栓塞法装配橡胶或塑料制外底及鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64029100	,"其他橡胶或塑料制外底及鞋面的过踝鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64029910	,"橡胶制鞋面的其他鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64029921	,"以机织物或其他纺织材料作衬底的塑料制鞋面的其他鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64029929	,"未列名塑料制鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64031200	,"橡、塑、革外底，皮革面滑雪鞋靴和板靴"	,2022	,09	,"千克"	,02	,"双"	,
64031900	,"橡、塑或革外底，皮革制鞋面的其他运动鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64032000	,"皮革外底，脚背交叉绕大脚趾皮革带鞋面的鞋"	,2022	,09	,"千克"	,02	,"双"	,
64034000	,"其他橡，塑，革外底的皮革鞋面有金属护头鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64035111	,"过踝但低于小腿的皮革外底及鞋面制的鞋靴，内底＜24cm"	,2022	,09	,"千克"	,02	,"双"	,
64035119	,"过踝但低于小腿的皮革外底及鞋面制的鞋靴，内底≥24cm"	,2022	,09	,"千克"	,02	,"双"	,
64035191	,"皮革制外底及鞋面的其他过踝鞋靴，内底＜24cm"	,2022	,09	,"千克"	,02	,"双"	,
64035199	,"其他皮革制外底及鞋面的过踝鞋靴,内底≥24cm"	,2022	,09	,"千克"	,02	,"双"	,
64035900	,"其他皮革制外底及鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64039111	,"过脚踝但低于小腿的橡胶、塑料或再生皮革制外底,皮革制鞋面的鞋靴，内底＜24cm"	,2022	,09	,"千克"	,02	,"双"	,
64039119	,"过脚踝但低于小腿的橡胶、塑料或再生皮革制外底,皮革制鞋面的鞋靴，内底≥24cm"	,2022	,09	,"千克"	,02	,"双"	,
64039191	,"橡胶、塑料或再生皮革制外底,皮革制鞋面的其他过踝鞋靴，内底＜24cm"	,2022	,09	,"千克"	,02	,"双"	,
64039199	,"橡胶、塑料或再生皮革制外底,皮革制鞋面的其他过踝鞋靴，内底≥24cm"	,2022	,09	,"千克"	,02	,"双"	,
64039900	,"其他橡、塑或再生皮革外底，皮革鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64041100	,"橡或塑外底，纺织材料鞋面运动鞋靴等"	,2022	,09	,"千克"	,02	,"双"	,
64041910	,"橡胶或塑料制外底，纺织材料制鞋面的拖鞋"	,2022	,09	,"千克"	,02	,"双"	,
64041990	,"橡胶或塑料制外底，纺织材料制鞋面的其他鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64042010	,"皮革或再生皮革制外底，纺织材料制鞋面的拖鞋"	,2022	,09	,"千克"	,02	,"双"	,
64042090	,"皮革或再生皮革制外底，纺织材料制鞋面的其他鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64051010	,"橡胶、塑料等制外底，其他皮革制鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64051090	,"其他材料制外底，其他皮革制鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64052000	,"其他纺织材料制鞋面的鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64059010	,"其他橡胶、塑料或再生皮革制外底的其他鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64059090	,"未列名鞋靴"	,2022	,09	,"千克"	,02	,"双"	,
64061000	,"鞋面及其零件，但硬衬除外"	,2022	,09	,"千克"	,01	,"个"	,
64062010	,"橡胶制的鞋外底及鞋跟"	,2022	,09	,"千克"	,01	,"个"	,
64062020	,"塑料制的鞋外底及鞋跟"	,2022	,09	,"千克"	,01	,"个"	,
64069010	,"木制的其他鞋靴零件；木制的活动式鞋内底、跟垫及类似品；木制的护腿、裹腿和类似品及其零件"	,2022	,09	,"千克"	,01	,"个"	,
64069091	,"其他材料制活动式鞋内底、跟垫及类似品"	,2022	,09	,"千克"	,01	,"个"	,
64069092	,"其他材料制护腿、裹腿和类似品及其零件"	,2022	,09	,"千克"	,01	,"个"	,
64069099	,"其他材料制未列名鞋靴零件"	,2022	,09	,"千克"	,01	,"个"	,
65010000	,"毡呢帽坯、帽身、帽兜和圆帽片及制帽毡呢筒"	,2022	,09	,"千克"	,?	,"?"	,
65020000	,"编结的帽坯或用任何材料条带拼制而成的帽胚"	,2022	,09	,"千克"	,?	,"?"	,
65040000	,"编结帽或用任何材料的条带拼制而成的帽类"	,2022	,01	,"个"	,09	,"千克"	,
65050010	,"发网"	,2022	,01	,"个"	,09	,"千克"	,
65050020	,"钩编的帽类"	,2022	,01	,"个"	,09	,"千克"	,
65050091	,"用品目65.01的帽身、帽兜或圆帽片制成的毡呢帽类，不论有无衬里或装饰物"	,2022	,01	,"个"	,09	,"千克"	,
65050099	,"针织的帽类及用成匹的花边、毡呢或其他纺织物制成的帽类"	,2022	,01	,"个"	,09	,"千克"	,
65061000	,"安全帽"	,2022	,01	,"个"	,09	,"千克"	,
65069100	,"橡胶或塑料制帽类"	,2022	,01	,"个"	,09	,"千克"	,
65069910	,"皮革制帽类"	,2022	,01	,"个"	,09	,"千克"	,
65069920	,"毛皮制帽类"	,2022	,01	,"个"	,09	,"千克"	,
65069990	,"未列名材料制帽类"	,2022	,01	,"个"	,09	,"千克"	,
65070000	,"帽圈、帽衬、帽套、帽帮、帽骨架、帽舌及帽颏带"	,2022	,09	,"千克"	,?	,"?"	,
66011000	,"庭园用伞及类似伞"	,2022	,09	,"千克"	,01	,"把"	,
66019100	,"折叠伞"	,2022	,09	,"千克"	,01	,"把"	,
66019900	,"其他雨伞及阳伞"	,2022	,09	,"千克"	,01	,"把"	,
66020000	,"手杖、带座手杖、鞭子、马鞭及类似品"	,2022	,09	,"千克"	,01	,"把"	,
66032000	,"伞骨、包括装在伞柄上的伞骨"	,2022	,09	,"千克"	,?	,"?"	,
66039000	,"伞、手杖、鞭子及类似品的其他零件及装饰品"	,2022	,09	,"千克"	,?	,"?"	,
67010000	,"带羽毛或羽绒的鸟皮等，羽毛、羽绒及其制品"	,2022	,09	,"千克"	,?	,"?"	,
67021000	,"塑料制人造花、叶、果实及其零件和制品"	,2022	,09	,"千克"	,?	,"?"	,
67029010	,"羽毛制人造花、叶、果实及其零件和制品"	,2022	,09	,"千克"	,?	,"?"	,
67029020	,"丝及绢丝制人造花、叶、果实及其零件和制品"	,2022	,09	,"千克"	,?	,"?"	,
67029030	,"化纤制人造花、叶、果实及其零件和制品"	,2022	,09	,"千克"	,?	,"?"	,
67029090	,"未列名材料制人造花、叶等及其零件和制品"	,2022	,09	,"千克"	,?	,"?"	,
67030000	,"经加工的人发；作假发及类似品用的羊毛等"	,2022	,09	,"千克"	,?	,"?"	,
67041100	,"合成纺织材料制整头假发"	,2022	,09	,"千克"	,?	,"?"	,
67041900	,"合成纺织材料制假发，胡须，眉毛及睫毛等"	,2022	,09	,"千克"	,?	,"?"	,
67042000	,"人发制假发，胡须，眉毛，睫毛及其他人发制品"	,2022	,09	,"千克"	,?	,"?"	,
67049000	,"其他材料制假、假胡须、假眉毛、假睫毛等"	,2022	,09	,"千克"	,?	,"?"	,
68010000	,"天然石料制的长方砌石、路缘石、扁平石"	,2022	,09	,"千克"	,?	,"?"	,
68021010	,"大理石制砖、瓦、方块及类似品,其最大面以可置入边长小于7厘米的方格为限；人工染色的大理石粒、石片及石粉"	,2022	,09	,"千克"	,?	,"?"	,
68021090	,"其他砖、瓦、方块及类似品,其最大面以可置入边长小于7厘米的方格为限；其他人工染色的石粒、石片及石粉"	,2022	,09	,"千克"	,?	,"?"	,
68022110	,"大理石碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68022120	,"石灰华碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68022190	,"蜡石碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68022300	,"花岗岩碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68022910	,"其他石灰石碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68022990	,"其他碑石或建筑用石及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68029110	,"大理石、石灰华及蜡石石刻"	,2022	,09	,"千克"	,?	,"?"	,
68029190	,"未列名已加工大理石、石灰华及蜡石制品"	,2022	,09	,"千克"	,?	,"?"	,
68029210	,"其他石灰石石刻"	,2022	,09	,"千克"	,?	,"?"	,
68029290	,"未列名已加工石灰石制品"	,2022	,09	,"千克"	,?	,"?"	,
68029311	,"花岗岩墓碑石"	,2022	,09	,"千克"	,?	,"?"	,
68029319	,"其他花岗岩石刻"	,2022	,09	,"千克"	,?	,"?"	,
68029390	,"未列名已加工花岗岩制品"	,2022	,09	,"千克"	,?	,"?"	,
68029910	,"未列名石刻"	,2022	,09	,"千克"	,?	,"?"	,
68029990	,"未列名已加工石制品"	,2022	,09	,"千克"	,?	,"?"	,
68030010	,"已加工的板岩及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68030090	,"粘聚板岩的制品"	,2022	,09	,"千克"	,?	,"?"	,
68041000	,"碾磨或磨浆用石磨、石碾及其零件"	,2022	,09	,"千克"	,?	,"?"	,
68042110	,"粘聚合成或天然金刚石制砂轮"	,2022	,09	,"千克"	,?	,"?"	,
68042190	,"粘聚合成或天然金刚石制石磨、石碾及类似品"	,2022	,09	,"千克"	,?	,"?"	,
68042210	,"其他粘聚磨料或陶瓷制砂轮及其零件"	,2022	,09	,"千克"	,?	,"?"	,
68042290	,"其他粘聚磨料或陶瓷制石磨、石碾等及其零件"	,2022	,09	,"千克"	,?	,"?"	,
68042310	,"天然石料制砂轮及其零件"	,2022	,09	,"千克"	,?	,"?"	,
68042390	,"天然石料制石磨、石碾及其零件等"	,2022	,09	,"千克"	,?	,"?"	,
68043010	,"手用琢磨油石"	,2022	,09	,"千克"	,?	,"?"	,
68043090	,"其他手用磨石及抛光石"	,2022	,09	,"千克"	,?	,"?"	,
68051000	,"砂布"	,2022	,09	,"千克"	,?	,"?"	,
68052000	,"砂纸"	,2022	,09	,"千克"	,?	,"?"	,
68053000	,"以其他材料为底的天然或人造研磨料"	,2022	,09	,"千克"	,?	,"?"	,
68061010	,"硅酸铝纤维及其制品，块状、成片或成卷"	,2022	,09	,"千克"	,?	,"?"	,
68061090	,"其他矿渣棉、岩石棉及类似的矿质棉（包括其相互混合物），块状、成片或成卷"	,2022	,09	,"千克"	,?	,"?"	,
68062000	,"膨胀矿物材料（包括其相互间混合物）"	,2022	,09	,"千克"	,?	,"?"	,
68069000	,"其他隔热、隔、吸音矿物材料的混合物及制品"	,2022	,09	,"千克"	,?	,"?"	,
68071000	,"成卷的沥青或类似原料的制品"	,2022	,09	,"千克"	,?	,"?"	,
68079000	,"其他沥青或类似原料的制品"	,2022	,09	,"千克"	,?	,"?"	,
68080000	,"镶板、瓦、砖等，用水泥等粘合植物纤维制成"	,2022	,09	,"千克"	,?	,"?"	,
68091100	,"仅用纸、纸板贴面或加强未经装饰的石膏制品"	,2022	,09	,"千克"	,?	,"?"	,
68091900	,"其他未装饰的石膏及以石膏为基本成分的制品"	,2022	,09	,"千克"	,?	,"?"	,
68099000	,"其他石膏制品及以石膏为主的混合材料制品"	,2022	,09	,"千克"	,?	,"?"	,
68101100	,"水泥、混凝土或人造石制建筑用砖及石砌块"	,2022	,09	,"千克"	,?	,"?"	,
68101910	,"人造石制瓦、扁平石及类似品"	,2022	,09	,"千克"	,?	,"?"	,
68101990	,"水泥、混凝土制瓦、扁平石及类似品"	,2022	,09	,"千克"	,?	,"?"	,
68109110	,"钢筋混凝土和预应力混凝土管、杆、板、桩"	,2022	,09	,"千克"	,?	,"?"	,
68109190	,"其他水泥等制建筑和土木工程用预制结构件"	,2022	,09	,"千克"	,?	,"?"	,
68109910	,"铁道用水泥枕"	,2022	,09	,"千克"	,?	,"?"	,
68109990	,"未列名水泥、混凝土或人造石制品"	,2022	,09	,"千克"	,?	,"?"	,
68114010	,"含石棉的瓦楞板"	,2022	,09	,"千克"	,?	,"?"	,
68114020	,"含石棉的其他片、板、砖、瓦及类似品"	,2022	,09	,"千克"	,?	,"?"	,
68114030	,"含石棉的管子及管子附件"	,2022	,09	,"千克"	,?	,"?"	,
68114090	,"其他含石棉制品"	,2022	,09	,"千克"	,?	,"?"	,
68118100	,"不含石棉的纤维素水泥或类似材料制瓦楞板"	,2022	,09	,"千克"	,?	,"?"	,
68118200	,"纤维素水泥或类似材料制其他片、板、砖、瓦及类似制品，不含石棉的"	,2022	,09	,"千克"	,?	,"?"	,
68118910	,"纤维素水泥或类似材料制管子及管子附件，不含石棉的"	,2022	,09	,"千克"	,?	,"?"	,
68118990	,"纤维素水泥或类似材料制未列名制品，不含石棉的"	,2022	,09	,"千克"	,?	,"?"	,
68128000	,"已加工青石棉纤维及青石棉为主混合物及制品"	,2022	,09	,"千克"	,?	,"?"	,
68129100	,"石棉制服装、衣着附件、帽类及鞋靴"	,2022	,09	,"千克"	,?	,"?"	,
68129910	,"石棉制纸、麻丝板及毡子(青石棉制的除外)"	,2022	,09	,"千克"	,?	,"?"	,
68129920	,"成片或成卷的压缩石棉纤维接合材料(青石棉制的除外)"	,2022	,09	,"千克"	,?	,"?"	,
68129990	,"其他已加工的石棉纤维；以其他石棉为基本成分或以石棉和碳酸镁为基本成分的混合物；其他石棉制品"	,2022	,09	,"千克"	,?	,"?"	,
68132010	,"以石棉为基本成分的闸衬、闸垫"	,2022	,09	,"千克"	,?	,"?"	,
68132090	,"以石棉为基本成分其他未装配磨擦材料及制品"	,2022	,09	,"千克"	,?	,"?"	,
68138100	,"以其他矿物质或纤维素为基本成分的闸衬闸垫"	,2022	,09	,"千克"	,?	,"?"	,
68138900	,"其他矿物质或纤维素为主未装配磨擦材料及制"	,2022	,09	,"千克"	,?	,"?"	,
68141000	,"粘聚或复制云母制板、片、带"	,2022	,09	,"千克"	,?	,"?"	,
68149000	,"其他已加工的云母及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68151100	,"碳纤维"	,2022	,09	,"千克"	,?	,"?"	,
68151200	,"碳纤维织物"	,2022	,09	,"千克"	,?	,"?"	,
68151310	,"碳纤维预浸料"	,2022	,09	,"千克"	,?	,"?"	,
68151390	,"未列名非电气用的碳纤维制品"	,2022	,09	,"千克"	,?	,"?"	,
68151900	,"其他非电气用的石墨或其他碳精制品"	,2022	,09	,"千克"	,?	,"?"	,
68152000	,"泥煤制品"	,2022	,09	,"千克"	,?	,"?"	,
68159100	,"含有菱镁矿、白云石或铬铁矿的制品"	,2022	,09	,"千克"	,?	,"?"	,
68159940	,"玄武岩纤维及其制品"	,2022	,09	,"千克"	,?	,"?"	,
68159990	,"未列名石制品及其他矿物制品"	,2022	,09	,"千克"	,?	,"?"	,
69010000	,"硅质化石粉等硅土砖、块、瓦及其他陶瓷制品"	,2022	,09	,"千克"	,?	,"?"	,
69021000	,"镁、钙或铬单项或合计＞50%的耐火砖、瓦等"	,2022	,09	,"千克"	,?	,"?"	,
69022000	,"氧化铝或氧化硅等＞50%的耐火砖、瓦等"	,2022	,09	,"千克"	,?	,"?"	,
69029000	,"其他耐火砖、块、瓦及类似耐火陶瓷建材制品"	,2022	,09	,"千克"	,?	,"?"	,
69031000	,"含有按重量计超过51%的单体碳的耐火陶瓷制品"	,2022	,09	,"千克"	,?	,"?"	,
69032000	,"氧化铝或与氧化硅混，化合物＞50%的耐火陶瓷品"	,2022	,09	,"千克"	,?	,"?"	,
69039000	,"其他耐火陶瓷制品"	,2022	,09	,"千克"	,?	,"?"	,
69041000	,"陶瓷建筑用砖"	,2022	,09	,"千克"	,31	,"千块"	,
69049000	,"陶瓷制铺地砖、支撑或填充用砖及类似品"	,2022	,09	,"千克"	,?	,"?"	,
69051000	,"陶瓷制屋顶瓦"	,2022	,09	,"千克"	,?	,"?"	,
69059000	,"其他建筑用陶瓷制品"	,2022	,09	,"千克"	,?	,"?"	,
69060000	,"陶瓷套管、导管、槽管及管子配件"	,2022	,09	,"千克"	,?	,"?"	,
69072110	,"贴面砖、铺面砖，包括炉面砖及墙面,可置入边长＜7厘米矩形，按重量计吸水率≤0.5%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69072190	,"其他贴面砖、铺面砖，包括炉面砖及墙面砖，按重量计吸水率≤0.5%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69072210	,"贴面砖、铺面砖，包括炉面砖及墙面砖，不论是否矩形，可置入边长＜7厘米矩形，0.5%＜按重量计吸水率≤10%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69072290	,"其他贴面砖、铺面砖，包括炉面砖及墙面砖，0.5%＜按重量计吸水率≤10%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69072310	,"贴面砖、铺面砖，包括炉面砖及墙面砖，可置入边长＜7厘米矩形，按重量计吸水率＞10%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69072390	,"其他贴面砖、铺面砖，包括炉面砖及墙面砖，按重量计吸水率＞10%，马赛克及饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69073010	,"镶嵌砖（马赛克）及其类似品，可置入边长＜7厘米矩形，饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69073090	,"其他镶嵌砖（马赛克）及其类似品，饰面陶瓷除外"	,2022	,09	,"千克"	,05	,"平方米"	,
69074010	,"饰面陶瓷，可置入边长＜7厘米矩形"	,2022	,09	,"千克"	,05	,"平方米"	,
69074090	,"其他饰面陶瓷"	,2022	,09	,"千克"	,05	,"平方米"	,
69091100	,"实验室、化学或其他技术用瓷器"	,2022	,09	,"千克"	,?	,"?"	,
69091200	,"莫氏硬度≥9的实验室、化学或其他技术用品"	,2022	,09	,"千克"	,?	,"?"	,
69091900	,"其他实验室、化学或其他技术用陶器"	,2022	,09	,"千克"	,?	,"?"	,
69099000	,"农用陶瓷槽缸等容器；运输及盛装货物陶瓷器"	,2022	,09	,"千克"	,?	,"?"	,
69101000	,"瓷制固定卫生设备"	,2022	,09	,"千克"	,01	,"件"	,
69109000	,"陶制固定卫生设备"	,2022	,09	,"千克"	,01	,"件"	,
69111011	,"骨瓷餐具"	,2022	,09	,"千克"	,?	,"?"	,
69111019	,"其他瓷制餐具"	,2022	,09	,"千克"	,?	,"?"	,
69111021	,"瓷制厨房刀具"	,2022	,09	,"千克"	,?	,"?"	,
69111029	,"瓷制其他厨房器具"	,2022	,09	,"千克"	,?	,"?"	,
69119000	,"其他家用或盥洗用瓷器"	,2022	,09	,"千克"	,?	,"?"	,
69120010	,"陶餐具"	,2022	,09	,"千克"	,?	,"?"	,
69120090	,"陶制厨房器具及其他家用或盥洗用陶器"	,2022	,09	,"千克"	,?	,"?"	,
69131000	,"瓷制塑像及其他装饰品"	,2022	,09	,"千克"	,?	,"?"	,
69139000	,"陶制塑像及其他装饰品"	,2022	,09	,"千克"	,?	,"?"	,
69141000	,"未列名瓷制品"	,2022	,09	,"千克"	,?	,"?"	,
69149000	,"未列名陶制品"	,2022	,09	,"千克"	,?	,"?"	,
70010010	,"无色光学玻璃块料"	,2022	,09	,"千克"	,?	,"?"	,
70010090	,"碎玻璃及废玻璃，来源于阴极射线管或品目85.49的其他活化玻璃除外；其他玻璃块料"	,2022	,09	,"千克"	,?	,"?"	,
70021000	,"未加工的玻璃球"	,2022	,09	,"千克"	,?	,"?"	,
70022010	,"光导纤维预制棒"	,2022	,09	,"千克"	,?	,"?"	,
70022090	,"其他未加工的玻璃棒"	,2022	,09	,"千克"	,?	,"?"	,
70023110	,"熔融石英等熔融硅石制未加工光纤用波导级管"	,2022	,09	,"千克"	,?	,"?"	,
70023190	,"熔融石英等熔融硅石制其他未加工玻璃管"	,2022	,09	,"千克"	,?	,"?"	,
70023200	,"其他未加工的耐热玻璃管"	,2022	,09	,"千克"	,?	,"?"	,
70023900	,"未列名未加工的玻璃管"	,2022	,09	,"千克"	,?	,"?"	,
70031200	,"铸或轧制整块着色等加工的非夹丝玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70031900	,"其他铸制或轧制的非夹丝的玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70032000	,"铸制或轧制的夹丝玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70033000	,"铸制或轧制的玻璃型材及异型材"	,2022	,09	,"千克"	,05	,"平方米"	,
70042000	,"拉制或吹制的整块着色等加工的玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70049000	,"其他拉制或吹制的玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70051000	,"具有吸收或反射层的非夹丝浮法玻璃板、片等"	,2022	,09	,"千克"	,05	,"平方米"	,
70052100	,"整块着色、不透明、镶色等非夹丝玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70052900	,"其他非夹丝浮法玻璃板、片等"	,2022	,09	,"千克"	,05	,"平方米"	,
70053000	,"夹丝浮法玻璃板、片及磨面或抛光玻璃板、片"	,2022	,09	,"千克"	,05	,"平方米"	,
70060000	,"经弯曲、磨边、镂刻等加工的7003至7005地玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70071110	,"航空器、航天器及船舶用钢化安全玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70071190	,"车辆用钢化安全玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70071900	,"其他钢化安全玻璃"	,2022	,09	,"千克"	,05	,"平方米"	,
70072110	,"航空器、航天器及船舶用层压安全玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70072190	,"车辆用层压安全玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70072900	,"其他层压安全玻璃"	,2022	,09	,"千克"	,05	,"平方米"	,
70080010	,"中空或真空隔温、隔音玻璃"	,2022	,09	,"千克"	,?	,"?"	,
70080090	,"其他多层隔温、隔音玻璃组件"	,2022	,09	,"千克"	,?	,"?"	,
70091000	,"车辆后视镜"	,2022	,09	,"千克"	,?	,"?"	,
70099100	,"未镶框玻璃镜"	,2022	,09	,"千克"	,?	,"?"	,
70099200	,"已镶框玻璃镜"	,2022	,09	,"千克"	,?	,"?"	,
70101000	,"玻璃制安瓿"	,2022	,09	,"千克"	,?	,"?"	,
70102000	,"玻璃塞、盖及类似的封口"	,2022	,09	,"千克"	,?	,"?"	,
70109010	,"玻璃制坛、瓶、缸、罐等容器，容量＞1L"	,2022	,09	,"千克"	,?	,"?"	,
70109020	,"玻璃制坛、瓶、缸等容器，0.33L＜容量≤1L"	,2022	,09	,"千克"	,?	,"?"	,
70109030	,"玻璃制坛、瓶、缸等容器，0.15L＜容量≤0.33L"	,2022	,09	,"千克"	,?	,"?"	,
70109090	,"玻璃制坛、瓶、缸等容器，容量≤0.15L"	,2022	,09	,"千克"	,?	,"?"	,
70111000	,"制电灯用未封口玻璃外壳及其玻璃零件"	,2022	,09	,"千克"	,?	,"?"	,
70112010	,"制显像管用末封口玻璃外壳及其玻璃零件"	,2022	,09	,"千克"	,?	,"?"	,
70112090	,"其他制阴极射线管用末封口玻璃外壳及其零件"	,2022	,09	,"千克"	,?	,"?"	,
70119010	,"制电子管用未封口玻璃外壳及其玻璃零件"	,2022	,09	,"千克"	,?	,"?"	,
70119090	,"未列名未封口玻璃外壳及其玻璃零件"	,2022	,09	,"千克"	,?	,"?"	,
70131000	,"玻璃陶瓷器皿"	,2022	,09	,"千克"	,?	,"?"	,
70132200	,"铅晶质玻璃高脚杯"	,2022	,09	,"千克"	,?	,"?"	,
70132800	,"其他玻璃高脚杯"	,2022	,09	,"千克"	,?	,"?"	,
70133300	,"其他铅晶质玻璃杯"	,2022	,09	,"千克"	,?	,"?"	,
70133700	,"其他玻璃杯"	,2022	,09	,"千克"	,?	,"?"	,
70134100	,"铅晶质玻璃制餐桌或厨房用器皿"	,2022	,09	,"千克"	,?	,"?"	,
70134200	,"其他餐桌或厨房用耐热玻璃器皿"	,2022	,09	,"千克"	,?	,"?"	,
70134900	,"其他餐桌或厨房用玻璃器皿"	,2022	,09	,"千克"	,?	,"?"	,
70139100	,"铅晶质玻璃盥洗室、办公室、室内装饰等器皿"	,2022	,09	,"千克"	,?	,"?"	,
